Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Sem1_Approved_Ratio,Sem2_Approved_Ratio,Evaluation_Rate_Sem1,Grade_Trend,Financial_Risk,Parental_Education_Score
1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled,1.0,0.8333333333333334,1.5,2.4250000000000007,0,2
1,17,2,9119,1,1,120.0,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled,0.8,1.0,1.6,0.125,0,20
1,18,1,9254,1,1,118.0,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10.0,0,0,6,11,3,12.0,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.5,1.6666666666666667,2.0,0,76
1,1,1,9670,1,1,127.0,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.333333333333334,0,0,6,10,3,12.0,0,13.9,-0.3,0.79,Enrolled,1.0,0.5,1.1666666666666667,-0.3333333333333339,0,20
1,17,2,9085,1,1,123.0,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12.0,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled,0.6,0.8,2.6,-0.25,0,20
1,1,2,9853,1,1,123.0,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14.0,0,11.1,0.6,2.02,Enrolled,0.8571428571428571,0.8571428571428571,1.1428571428571428,0.5,0,20
1,17,3,9147,1,1,125.0,1,3,38,2,10,118.7,1,0,0,1,0,0,18,0,0,5,16,4,10.666666666666666,0,0,5,11,2,12.0,0,13.9,-0.3,0.79,Enrolled,0.8,0.4,3.2,1.333333333333334,0,41
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,11.1,0.6,2.02,Enrolled,0.6666666666666666,0.3333333333333333,2.0,0.16666666666666607,0,38
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled,0.6666666666666666,0.5,2.3333333333333335,2.25,0,5
1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,16.2,0.3,-0.92,Enrolled,0.5,0.6666666666666666,2.1666666666666665,0.8000000000000007,0,56
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled,0.8333333333333334,0.8333333333333334,1.5,-2.5999999999999996,0,20
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,12.4,0.5,1.79,Enrolled,0.8571428571428571,0.8571428571428571,1.1428571428571428,-0.9142857142857164,0,39
1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,11.1,0.6,2.02,Enrolled,1.0,0.8,1.0,-0.8000000000000007,1,74
1,1,3,9500,1,1,128.0,1,1,1,7,7,120.5,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled,0.7142857142857143,1.0,1.4285714285714286,-0.5399999999999991,0,2
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.166666666666666,0,4,9,15,8,13.333333333333334,0,8.9,1.4,3.51,Enrolled,1.0,0.8888888888888888,1.6363636363636365,0.16666666666666785,1,57
1,1,1,9238,1,1,108.0,1,1,38,5,8,105.9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,11.1,0.6,2.02,Enrolled,0.8333333333333334,0.8333333333333334,1.8333333333333333,0.5666666666666664,0,39
1,1,1,9085,1,1,132.0,1,1,12,4,5,124.3,0,0,0,1,0,0,20,0,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,13.9,-0.3,0.79,Enrolled,1.0,0.8333333333333334,1.6666666666666667,-0.7619047619047628,0,13
1,17,1,9147,1,1,136.0,1,1,1,9,3,122.7,1,0,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled,1.0,0.8,1.2,0.5,0,2
1,1,2,9085,1,1,118.0,1,1,19,3,3,112.4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled,0.8,0.6,1.4,-0.9000000000000004,0,20
1,1,1,9130,1,1,133.1,1,1,1,3,9,138.0,1,0,0,1,0,0,20,0,0,6,11,6,13.333333333333334,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Enrolled,1.0,1.0,1.8333333333333333,-0.3333333333333339,0,2
1,1,2,171,1,1,140.0,1,1,3,3,3,138.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled,0.0,0.0,0.0,0.0,0,4
1,1,2,9773,1,1,132.0,1,38,1,9,9,124.3,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled,0.8333333333333334,0.8333333333333334,1.0,-1.3999999999999986,0,39
1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.5,1.8333333333333333,0.6666666666666661,0,74
1,1,3,9147,1,1,127.0,1,1,38,5,7,123.5,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,1.0,0.6,1.0,1.0666666666666664,0,39
1,1,2,9130,1,1,140.0,1,19,37,9,9,129.5,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled,0.8,1.0,2.0,-0.09999999999999964,0,56
1,1,1,9254,1,1,143.0,1,2,37,1,1,133.2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled,0.8333333333333334,0.3333333333333333,1.5,0.09999999999999964,0,39
3,17,1,9238,1,1,138.0,1,37,37,9,9,133.5,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled,0.5,0.6666666666666666,1.3333333333333333,2.0500000000000007,0,74
1,1,3,9254,1,1,129.0,1,37,38,7,7,122.0,1,0,0,1,0,1,18,0,0,6,9,6,10.833333333333334,0,0,6,8,5,11.0,0,7.6,2.6,0.32,Enrolled,1.0,0.8333333333333334,1.5,0.16666666666666607,0,75
1,1,2,9500,1,1,130.0,1,1,38,9,9,125.1,1,0,0,1,0,1,18,0,0,7,9,6,12.816666666666668,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled,0.8571428571428571,0.75,1.2857142857142858,0.058333333333331794,0,39
1,15,1,9119,1,1,160.0,32,1,3,143,152,160.0,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11.0,0,8.9,1.4,3.51,Enrolled,0.3333333333333333,0.4,1.8333333333333333,-2.5,1,4
1,1,1,9119,1,1,121.0,1,3,1,2,3,114.0,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled,0.8,0.8,1.8,0.6500000000000004,0,4
1,1,1,9147,1,1,123.0,1,1,19,4,5,117.8,0,0,0,1,1,0,20,0,0,5,9,5,12.0,0,0,5,9,4,13.0,0,8.9,1.4,3.51,Enrolled,1.0,0.8,1.8,1.0,0,20
1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,0,7,8,6,13.976666666666668,0,0,8,12,6,12.041666666666666,1,11.1,0.6,2.02,Enrolled,0.8571428571428571,0.75,1.1428571428571428,-1.9350000000000023,0,2
1,1,1,9670,1,1,136.0,1,2,38,143,163,129.7,1,0,0,1,1,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10.0,3,16.2,0.3,-0.92,Enrolled,0.6666666666666666,0.16666666666666666,1.6666666666666667,-2.5,0,40
1,1,3,9670,1,1,121.0,1,3,19,2,8,122.4,1,0,0,1,1,0,19,0,0,5,7,3,11.666666666666666,0,0,5,5,4,12.0,0,9.4,-0.8,-3.12,Enrolled,0.6,0.8,1.4,0.3333333333333339,0,22
1,17,2,9254,1,1,135.0,1,19,19,4,3,135.0,1,0,0,1,1,0,20,0,0,6,8,6,11.833333333333334,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled,1.0,0.8333333333333334,1.3333333333333333,-1.4333333333333336,0,38
2,17,5,9119,1,1,126.0,1,37,38,4,4,122.9,1,0,0,1,1,0,21,0,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Enrolled,0.8,0.8,2.0,1.0500000000000007,0,75
1,17,1,9147,1,1,120.0,1,3,38,3,7,124.2,1,0,0,1,1,0,18,0,0,5,13,5,12.0,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Enrolled,1.0,0.8,2.6,-0.5999999999999996,0,41
1,44,1,9003,1,39,130.0,1,3,3,7,1,130.0,1,0,0,1,1,0,20,0,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Enrolled,0.6666666666666666,0.8333333333333334,2.0,-0.09999999999999964,0,6
1,17,1,9119,1,1,131.0,1,1,3,9,10,123.7,1,0,0,1,1,0,20,0,0,5,7,4,12.0,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Enrolled,0.8,0.4,1.4,0.5,0,4
1,17,1,9670,1,1,133.1,1,1,37,4,9,96.0,1,0,0,1,0,1,25,0,0,6,8,6,11.285714285714286,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Enrolled,1.0,0.8333333333333334,1.3333333333333333,0.9142857142857128,0,38
4,39,1,9003,1,1,140.0,1,37,37,9,8,150.0,0,0,0,1,1,0,28,0,0,6,12,5,12.0,0,0,6,10,6,12.333333333333334,0,11.1,0.6,2.02,Enrolled,0.8333333333333334,1.0,2.0,0.3333333333333339,0,74
2,39,1,9500,1,1,130.0,1,37,37,191,183,163.7,0,0,0,1,0,0,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Enrolled,0.7142857142857143,0.7142857142857143,1.5714285714285714,-2.5,0,74
1,39,1,9500,1,40,130.0,1,37,37,9,7,130.0,0,0,0,1,0,0,27,0,3,8,12,7,12.457142857142856,0,3,8,12,7,12.457142857142856,0,12.7,3.7,-1.7,Enrolled,0.875,0.875,1.5,0.0,0,74
1,39,1,9991,0,1,160.0,41,37,19,9,9,160.0,0,0,0,1,0,1,31,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Enrolled,0.8,0.8,2.6,0.0,0,56
2,39,1,9991,0,1,133.1,1,37,19,9,10,150.0,0,0,0,1,1,0,47,0,0,5,8,4,10.0,0,0,5,8,4,12.5,0,9.4,-0.8,-3.12,Enrolled,0.8,0.8,1.6,2.5,0,56
1,1,1,171,1,1,133.0,1,37,19,9,8,141.4,0,0,0,1,1,1,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,0.0,0.0,0.0,0.0,0,56
1,1,1,171,1,1,134.0,1,3,2,2,2,141.7,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,0.0,0.0,0,5
4,39,1,9003,1,1,133.1,1,19,19,9,4,100.7,0,0,0,1,0,0,39,0,0,6,15,2,13.0,2,0,6,13,3,13.0,1,15.5,2.8,-4.06,Enrolled,0.3333333333333333,0.5,2.5,0.0,0,38
1,7,1,9119,1,4,180.0,1,4,3,2,7,180.0,0,0,1,1,1,0,30,0,0,5,6,4,14.5,0,0,5,10,3,16.2,0,13.9,-0.3,0.79,Enrolled,0.8,0.6,1.2,1.6999999999999993,1,7
2,44,1,9991,0,39,140.0,1,37,37,9,9,140.0,0,0,0,1,0,0,41,0,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,0.8571428571428571,1.6666666666666667,0.25,0,74
1,18,1,9773,1,1,125.0,1,19,37,9,5,122.2,0,0,0,0,0,0,18,0,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Enrolled,0.8333333333333334,0.8333333333333334,1.1666666666666667,-0.7999999999999989,1,56
1,17,1,9147,1,1,139.0,1,1,38,6,6,143.6,1,0,1,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,0.0,0.0,1.8,0.0,1,39
1,15,1,33,1,1,133.1,41,2,3,2,4,100.0,0,0,0,1,1,0,20,1,0,7,10,7,12.857142857142858,0,0,7,7,4,12.75,0,8.9,1.4,3.51,Enrolled,1.0,0.5714285714285714,1.4285714285714286,-0.10714285714285765,0,5
1,17,1,9130,1,1,137.0,1,38,19,5,7,130.0,1,0,0,1,0,0,21,0,0,6,12,5,13.6,0,0,6,10,4,14.25,0,12.4,0.5,1.79,Enrolled,0.8333333333333334,0.6666666666666666,2.0,0.6500000000000004,0,57
1,44,1,9130,1,39,140.0,1,19,19,5,5,140.0,1,0,1,0,0,0,20,0,1,6,11,3,12.0,0,0,6,11,2,11.0,0,12.4,0.5,1.79,Enrolled,0.5,0.3333333333333333,1.8333333333333333,-1.0,1,38
1,17,4,9085,1,1,106.0,1,37,1,3,9,106.0,0,0,0,1,0,0,20,0,0,6,9,6,13.166666666666666,0,0,6,8,4,14.0,0,13.9,-0.3,0.79,Enrolled,1.0,0.6666666666666666,1.5,0.8333333333333339,0,38
1,15,1,9556,1,1,137.0,26,19,1,9,4,137.0,0,0,1,1,0,0,19,1,0,7,11,0,0.0,4,0,7,11,2,11.666666666666666,0,8.9,1.4,3.51,Enrolled,0.0,0.2857142857142857,1.5714285714285714,11.666666666666666,1,20
2,1,1,8014,0,1,121.0,1,37,37,9,9,114.4,1,0,0,1,0,0,45,0,8,12,14,12,14.0,0,2,7,12,7,13.857142857142858,0,7.6,2.6,0.32,Enrolled,1.0,1.0,1.1666666666666667,-0.14285714285714235,0,74
1,39,1,9991,0,1,100.0,1,19,37,5,5,120.7,0,0,0,1,0,0,28,0,0,5,9,4,11.25,0,0,5,7,4,13.0,0,7.6,2.6,0.32,Enrolled,0.8,0.8,1.8,1.75,0,56
1,16,1,171,1,1,158.0,1,38,37,9,9,164.3,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,0.0,0.0,0.0,0.0,0,75
1,16,2,9070,1,1,133.0,1,1,3,4,2,122.5,1,0,0,1,0,0,18,0,0,6,11,1,11.0,1,0,6,11,4,11.0,4,7.6,2.6,0.32,Enrolled,0.16666666666666666,0.6666666666666666,1.8333333333333333,0.0,0,4
1,1,1,9147,1,1,132.0,1,38,37,7,7,131.3,1,0,0,1,0,0,18,0,0,5,8,4,12.0,0,0,5,8,4,12.25,0,9.4,-0.8,-3.12,Enrolled,0.8,0.8,1.6,0.25,0,75
1,17,2,9119,1,1,133.1,1,1,2,3,3,117.0,1,0,0,1,1,0,21,0,0,5,10,5,11.166666666666666,0,0,5,10,3,10.8,0,12.4,0.5,1.79,Enrolled,1.0,0.6,2.0,-0.36666666666666536,0,3
1,1,4,9147,1,1,120.0,1,19,38,5,5,122.8,1,0,0,1,1,0,18,0,0,5,6,4,11.5,0,0,5,12,2,10.333333333333334,0,10.8,1.4,1.74,Enrolled,0.8,0.4,1.2,-1.166666666666666,0,57
1,17,1,9147,1,1,118.0,1,1,38,9,9,118.4,1,0,0,1,1,0,19,0,0,5,10,2,10.5,0,0,5,5,4,11.75,0,12.4,0.5,1.79,Enrolled,0.4,0.8,2.0,1.25,0,39
1,1,1,9670,1,1,127.0,1,1,37,4,9,128.1,0,0,0,1,1,0,19,0,0,5,8,4,12.5,0,0,5,6,4,11.0,0,7.6,2.6,0.32,Enrolled,0.8,0.8,1.6,-1.5,0,38
1,1,2,9500,1,1,133.1,1,37,37,9,9,99.0,1,0,0,1,1,0,22,0,0,7,9,6,12.833333333333334,0,0,8,12,6,12.5,0,16.2,0.3,-0.92,Enrolled,0.8571428571428571,0.75,1.2857142857142858,-0.3333333333333339,0,74
1,17,6,9670,1,1,110.0,1,1,19,4,10,111.3,0,0,0,1,1,0,21,0,0,6,10,6,12.285714285714286,0,0,6,11,4,14.25,0,15.5,2.8,-4.06,Enrolled,1.0,0.6666666666666666,1.6666666666666667,1.9642857142857135,0,20
1,1,2,9254,1,1,125.0,1,1,19,4,1,121.5,1,0,0,1,1,0,18,0,0,6,12,5,11.0,0,0,6,11,3,10.333333333333334,0,9.4,-0.8,-3.12,Enrolled,0.8333333333333334,0.5,2.0,-0.6666666666666661,0,20
1,53,1,9003,1,42,130.0,1,38,38,9,9,130.0,1,0,1,1,1,0,20,0,7,12,16,11,12.545454545454543,0,5,10,12,8,11.625,0,8.9,1.4,3.51,Enrolled,0.9166666666666666,0.8,1.3333333333333333,-0.9204545454545432,1,76
1,17,1,9773,1,1,128.0,1,38,19,9,10,125.2,1,0,0,1,1,0,18,0,0,6,6,6,12.666666666666666,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Enrolled,1.0,0.8333333333333334,1.0,0.9333333333333336,0,57
1,16,5,9085,1,1,134.0,1,19,37,8,8,123.9,1,0,0,1,1,0,18,0,0,5,11,5,13.0,2,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Enrolled,1.0,1.0,2.2,-0.5999999999999996,0,56
1,43,1,8014,0,1,130.0,1,38,3,132,122,100.0,0,0,0,1,1,0,54,0,9,13,14,13,13.307692307692308,0,7,11,12,11,12.818181818181818,0,12.7,3.7,-1.7,Enrolled,1.0,1.0,1.0769230769230769,-0.48951048951049003,0,41
1,1,1,9500,1,1,141.0,1,3,1,9,9,124.3,0,0,0,1,0,0,19,0,0,8,8,7,14.514285714285714,0,0,8,8,7,14.514285714285714,0,12.7,3.7,-1.7,Enrolled,0.875,0.875,1.0,0.0,0,4
1,7,1,9991,0,40,120.0,1,43,3,3,3,120.0,0,0,0,1,0,0,27,0,0,5,5,5,15.2,0,0,5,6,5,14.0,0,11.1,0.6,2.02,Enrolled,1.0,1.0,1.0,-1.1999999999999993,0,46
1,1,2,9085,1,1,130.0,1,37,19,9,8,129.0,0,0,0,1,0,0,20,0,0,5,7,4,11.75,0,0,5,9,2,10.5,0,7.6,2.6,0.32,Enrolled,0.8,0.4,1.4,-1.25,0,56
1,1,1,171,1,1,136.0,1,3,3,1,2,152.5,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,0.0,0.0,0.0,0.0,0,6
1,1,1,9773,1,1,150.0,1,1,1,4,4,138.1,1,0,0,1,0,0,19,0,0,6,7,6,14.0,0,0,6,7,5,15.0,0,11.1,0.6,2.02,Enrolled,1.0,0.8333333333333334,1.1666666666666667,1.0,0,2
1,39,1,9991,0,1,133.1,1,1,1,4,2,127.7,0,0,0,1,0,0,25,0,0,5,12,4,12.5,0,0,5,10,4,11.0,0,13.9,-0.3,0.79,Enrolled,0.8,0.8,2.4,-1.5,0,2
1,1,1,9119,1,1,128.0,1,38,38,9,7,124.5,1,0,0,1,1,0,19,0,0,5,10,3,10.666666666666666,0,0,5,9,2,14.0,2,7.6,2.6,0.32,Enrolled,0.6,0.4,2.0,3.333333333333334,0,76
1,1,1,9773,1,1,117.0,1,1,19,4,4,109.3,0,0,0,1,1,0,19,0,0,6,11,4,12.25,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,Enrolled,0.6666666666666666,0.5,1.8333333333333333,0.4166666666666661,0,20
1,1,1,171,1,1,124.0,1,19,1,9,9,121.2,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,0.0,0.0,0.0,0.0,0,20
1,1,1,9147,1,1,131.0,1,3,19,3,10,123.3,0,0,0,1,1,0,19,0,0,5,7,5,11.8,0,0,5,8,4,12.4,2,16.2,0.3,-0.92,Enrolled,1.0,0.8,1.4,0.5999999999999996,0,22
1,1,1,9119,1,1,131.0,1,3,1,4,1,135.9,0,0,0,1,1,0,18,0,0,5,10,2,14.0,0,0,5,7,3,11.0,1,7.6,2.6,0.32,Enrolled,0.4,0.6,2.0,-3.0,0,4
1,1,4,9147,1,1,117.0,1,1,38,8,9,117.0,1,0,0,1,1,0,19,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled,0.8,0.8,1.0,1.5,0,39
1,44,1,9991,0,39,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,31,0,2,6,12,4,12.25,0,3,7,9,7,12.0,0,9.4,-0.8,-3.12,Enrolled,0.6666666666666666,1.0,2.0,-0.25,0,74
1,44,1,9085,1,39,140.0,1,1,3,9,4,140.0,0,0,1,0,0,0,24,0,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,Enrolled,0.6666666666666666,0.3333333333333333,1.8333333333333333,-1.0,1,4
2,39,1,9500,1,1,100.0,1,37,38,4,4,130.0,0,0,0,1,1,1,33,0,0,8,16,1,10.0,1,0,8,16,1,10.0,1,12.7,3.7,-1.7,Enrolled,0.125,0.125,2.0,0.0,0,75
1,44,1,9130,1,39,130.0,1,38,37,4,9,130.0,1,0,0,1,0,1,20,0,0,6,11,4,12.0,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled,0.6666666666666666,0.6666666666666666,1.8333333333333333,-1.25,0,75
2,39,1,8014,0,1,140.0,1,37,3,9,10,172.0,0,0,0,1,1,0,44,0,5,11,21,9,12.333333333333334,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled,0.8181818181818182,0.8181818181818182,1.9090909090909092,-1.333333333333334,0,40
1,1,5,9500,1,1,130.0,1,1,3,9,10,118.1,1,0,0,1,1,0,18,0,0,7,10,6,12.035714285714286,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled,0.8571428571428571,0.875,1.4285714285714286,1.7142857142857135,0,4
1,17,4,9254,1,1,122.0,1,1,1,4,2,116.1,1,0,0,1,1,0,19,0,0,6,7,5,12.2,0,0,6,12,2,12.0,0,7.6,2.6,0.32,Enrolled,0.8333333333333334,0.3333333333333333,1.1666666666666667,-0.1999999999999993,0,2
1,44,1,9003,1,1,120.0,1,3,2,2,6,120.0,1,0,0,1,1,0,21,0,4,9,14,7,11.285714285714286,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled,0.7777777777777778,0.5,1.5555555555555556,0.9642857142857135,0,5
1,17,2,9070,1,1,152.0,1,39,39,3,3,134.2,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,0.6666666666666666,1.1666666666666667,0.1999999999999993,0,78
1,44,1,9119,1,39,150.0,1,19,3,5,2,150.0,0,0,0,1,1,0,20,0,0,5,16,0,0.0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled,0.0,0.4,3.2,10.5,0,22
1,1,1,9119,1,1,150.0,1,1,1,3,3,143.4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled,1.0,1.0,1.0,0.0,1,2
1,17,1,171,1,1,145.0,1,4,4,3,3,143.6,0,0,1,1,1,0,19,0,5,12,12,10,12.7,0,4,11,16,10,12.272727272727272,0,8.9,1.4,3.51,Enrolled,0.8333333333333334,0.9090909090909091,1.0,-0.4272727272727277,1,8
1,44,1,9254,1,39,170.0,1,19,2,9,3,170.0,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.666666666666666,0,11.1,0.6,2.02,Enrolled,1.0,1.0,1.75,-1.458333333333334,1,21
1,51,1,9147,1,1,116.0,1,3,3,2,2,115.2,0,0,1,1,1,0,32,0,2,7,16,3,12.0,0,3,8,10,3,10.333333333333334,0,8.9,1.4,3.51,Enrolled,0.42857142857142855,0.375,2.2857142857142856,-1.666666666666666,1,6
1,16,3,9853,1,1,134.0,1,37,19,9,5,121.4,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,Enrolled,0.6666666666666666,0.8333333333333334,1.6666666666666667,-2.25,0,56
1,39,1,9147,1,1,133.1,41,38,38,9,8,134.8,0,0,0,1,0,0,24,1,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,Enrolled,0.4,0.8,2.4,-0.5,0,76
1,42,1,9003,1,1,140.0,1,19,19,4,4,140.0,1,0,0,1,1,0,25,0,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,Enrolled,0.8333333333333334,0.6666666666666666,2.3333333333333335,0.3333333333333339,0,38
1,17,6,9254,1,1,108.0,1,1,19,4,5,112.2,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Enrolled,0.8333333333333334,0.5,2.1666666666666665,-0.8000000000000007,0,20
1,1,1,9670,1,1,133.1,1,1,37,9,10,139.0,0,0,0,1,1,0,21,0,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled,0.8333333333333334,0.8333333333333334,1.0,-0.5500000000000007,0,38
1,17,3,9147,1,1,122.0,1,3,38,123,171,116.1,1,0,1,1,1,0,19,0,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,Enrolled,0.8,0.4,2.0,1.0,1,41
1,43,1,9147,1,1,123.0,1,37,38,7,7,110.0,0,0,0,1,1,0,25,0,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled,0.6,0.8,2.4,0.5,0,75
1,43,1,9500,1,1,136.0,1,19,37,173,183,118.4,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled,0.5714285714285714,0.8571428571428571,1.7142857142857142,-0.7916666666666661,0,56
1,1,3,9119,1,1,117.0,1,1,1,3,5,111.1,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled,1.0,0.6,2.0,-0.3000000000000007,0,2
